sample,dry_input,golden_fp32_output
498,0.176776692,0.144532323
499,0.152190357,0.144376293
500,0.125,0.144338518
501,0.0956708565,0.14459303
502,0.0647047609,0.144891441
503,0.0326315463,0.144148827
504,-2.45238855e-16,0.134500772
505,-0.0326315463,0.0691175759
506,-0.0647047609,-0.00205145776
507,-0.0956708565,-0.0559479296
508,-0.125,-0.0824143663
509,-0.152190357,-0.101897076
510,-0.176776692,-0.112413377
511,-0.19833833,-0.1226945
512,-0.216506347,-0.131092459
513,-0.230969876,-0.134685427
514,-0.241481453,-0.137324095
515,-0.247861221,-0.139128774
516,-0.25,-0.139855981
517,-0.247861221,-0.14004831
518,-0.241481453,-0.139971703
519,-0.230969876,-0.139812171
520,-0.216506347,-0.139694422
521,-0.19833833,-0.139629155
522,-0.176776692,-0.139579326
523,-0.152190357,-0.139497519
524,-0.125,-0.13931869
525,-0.0956708565,-0.139006719
526,-0.0647047609,-0.138660371
527,-0.0326315463,-0.138355196
528,-2.44991257e-15,-0.136043042
529,0.0326315463,-0.09313941
530,0.0647047609,0.00272160769
531,0.0956708565,0.0454371497
532,0.125,0.0800508559
533,0.152190357,0.101189524
534,0.176776692,0.114140093
535,0.19833833,0.122742727
536,0.216506347,0.129050016
537,0.230969876,0.133392438
538,0.241481453,0.136489123
539,0.247861221,0.138737321
540,0.25,0.140365615
541,0.247861221,0.141578674
542,0.241481453,0.142472729
543,0.230969876,0.143158197
544,0.216506347,0.143676057
545,0.19833833,0.143994689
546,0.176776692,0.144038826
547,0.152190357,0.143891245
548,0.125,0.143866971
549,0.0956708565,0.144135311
550,0.0647047609,0.14444375
551,0.0326315463,0.143699616
552,1.59235037e-15,0.133954465
553,-0.0326315463,0.068127811
554,-0.0647047609,-0.0028321147
555,-0.0956708565,-0.0565396175
556,-0.125,-0.0829354227
557,-0.152190357,-0.102380112
558,-0.176776692,-0.112854458
559,-0.19833833,-0.123143002
560,-0.216506347,-0.131545946
561,-0.230969876,-0.135131955
562,-0.241481453,-0.137778014
563,-0.247861221,-0.139589414
564,-0.25,-0.140319288
565,-0.247861221,-0.140514165
566,-0.241481453,-0.140438795
567,-0.230969876,-0.14027974
568,-0.216506347,-0.140162528
569,-0.19833833,-0.140097976
570,-0.176776692,-0.140049219
571,-0.152190357,-0.139968842
572,-0.125,-0.139791608
573,-0.0956708565,-0.139481083
574,-0.0647047609,-0.139135659
575,-0.0326315463,-0.138831958
576,-7.34788059e-16,-0.136556149
577,0.0326315463,-0.0943754166
578,0.0647047609,0.00227490067
579,0.0956708565,0.0447652042
580,0.125,0.0794766843
581,0.152190357,0.100614145
582,0.176776692,0.113589406
583,0.19833833,0.122211039
584,0.216506347,0.128531992
585,0.230969876,0.132888883
586,0.241481453,0.135995269
587,0.247861221,0.138252974
588,0.25,0.1398893
589,0.247861221,0.141109437
590,0.241481453,0.142009571
591,0.230969876,0.142699301
592,0.216506347,0.143220097
593,0.19833833,0.143540546
594,0.176776692,0.143588051
595,0.152190357,0.143448845
596,0.125,0.143437773
597,0.0956708565,0.143719018
598,0.0647047609,0.144036323
599,0.0326315463,0.143288761
600,-1.2277417e-16,0.133441269
601,-0.0326315463,0.0671437532
602,-0.0647047609,-0.00358833373
603,-0.0956708565,-0.0570980087
604,-0.125,-0.083421275
605,-0.152190357,-0.102825686
606,-0.176776692,-0.113256536
607,-0.19833833,-0.123553261
608,-0.216506347,-0.131960839
609,-0.230969876,-0.135539189
610,-0.241481453,-0.138192996
611,-0.247861221,-0.140011102
612,-0.25,-0.140743509
613,-0.247861221,-0.140940979
614,-0.241481453,-0.140866801
615,-0.230969876,-0.140708208
616,-0.216506347,-0.140591472
617,-0.19833833,-0.140527487
618,-0.176776692,-0.140479803
619,-0.152190357,-0.140400767
620,-0.125,-0.140225053
621,-0.0956708565,-0.139915854
622,-0.0647047609,-0.139570951
623,-0.0326315463,-0.139268458
624,-2.57237723e-15,-0.137030542
625,0.0326315463,-0.0955943763
626,0.0647047609,0.0018530339
627,0.0956708565,0.0441202372
628,0.125,0.0789372921
629,0.152190357,0.100076035
630,0.176776692,0.113078073
631,0.19833833,0.121718988
632,0.216506347,0.128053427
633,0.230969876,0.132425189
634,0.241481453,0.13554135
635,0.247861221,0.137808695
636,0.25,0.139453322
637,0.247861221,0.140680492
638,0.241481453,0.141586721
639,0.230969876,0.142280862
640,0.216506347,0.142804444
641,0.19833833,0.143126622
642,0.176776692,0.143177569
643,0.152190357,0.143046498
