cell,src,width,rho_L,beta_dBdB,n_frames,n_dropped,esr_db,ref_len,test_len,truncated,status,pairs_file,ref,test
rodent_max,gtr2,18,-0.6182,-0.7287,20606,0,-37.17,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w18_gtr2_out.f32
rodent_max,gtr2,19,-0.6682,-0.8218,20606,0,-44.72,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w19_gtr2_out.f32
rodent_max,gtr2,20,-0.6942,-0.8381,20606,0,-52.14,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w20_gtr2_out.f32
rodent_max,gtr2,21,-0.6891,-0.8026,20606,0,-57.82,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w21_gtr2_out.f32
rodent_max,gtr2,22,-0.6558,-0.6170,20606,0,-67.78,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w22_gtr2_out.f32
rodent_max,gtr2,23,-0.5783,-0.5408,20606,0,-68.12,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w23_gtr2_out.f32
rodent_max,gtr2,24,-0.5851,-0.5972,20606,0,-68.73,21103200,21103200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr2_ref32.f32,<ELLE_HB>/out/elle_w24_gtr2_out.f32
rodent_max,gtr4sg,8,0.0259,0.0075,17090,0,4.94,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w8_gtr4sg_out.f32
rodent_max,gtr4sg,9,-0.0706,-0.0233,17090,0,1.06,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w9_gtr4sg_out.f32
rodent_max,gtr4sg,10,-0.1825,-0.0717,17090,0,1.08,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w10_gtr4sg_out.f32
rodent_max,gtr4sg,11,-0.0329,-0.0182,17090,0,-0.67,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w11_gtr4sg_out.f32
rodent_max,gtr4sg,12,0.5154,0.2833,17090,0,-1.48,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w12_gtr4sg_out.f32
rodent_max,gtr4sg,13,0.4646,0.3685,17090,0,-2.80,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w13_gtr4sg_out.f32
rodent_max,gtr4sg,14,0.1169,0.0842,17090,0,-13.38,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w14_gtr4sg_out.f32
rodent_max,gtr4sg,15,0.1169,0.0939,17090,0,-17.68,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w15_gtr4sg_out.f32
rodent_max,gtr4sg,16,-0.0967,-0.0807,17090,0,-26.37,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w16_gtr4sg_out.f32
rodent_max,gtr4sg,17,-0.2130,-0.1917,17090,0,-33.62,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w17_gtr4sg_out.f32
rodent_max,gtr4sg,18,-0.4702,-0.3618,17090,0,-40.95,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w18_gtr4sg_out.f32
rodent_max,gtr4sg,19,-0.5224,-0.4326,17090,0,-47.62,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w19_gtr4sg_out.f32
rodent_max,gtr4sg,20,-0.5761,-0.4796,17090,0,-53.77,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w20_gtr4sg_out.f32
rodent_max,gtr4sg,21,-0.5937,-0.4864,17090,0,-58.94,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w21_gtr4sg_out.f32
rodent_max,gtr4sg,22,-0.5860,-0.3996,17090,0,-69.22,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w22_gtr4sg_out.f32
rodent_max,gtr4sg,23,-0.5158,-0.3671,17090,0,-69.50,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w23_gtr4sg_out.f32
rodent_max,gtr4sg,24,-0.5269,-0.4007,17090,0,-70.03,17503200,17503200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_gtr4sg_ref32.f32,<ELLE_HB>/out/elle_w24_gtr4sg_out.f32
rodent_max,prvtgtr,8,0.0889,0.0170,14794,0,3.83,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w8_prvtgtr_out.f32
rodent_max,prvtgtr,9,-0.0953,-0.0249,14794,0,0.19,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w9_prvtgtr_out.f32
rodent_max,prvtgtr,10,-0.1314,-0.0415,14794,0,0.42,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w10_prvtgtr_out.f32
rodent_max,prvtgtr,11,0.2917,0.1383,14794,0,-1.28,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w11_prvtgtr_out.f32
rodent_max,prvtgtr,12,0.4586,0.2278,14794,0,-1.82,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w12_prvtgtr_out.f32
rodent_max,prvtgtr,13,0.4826,0.3113,14794,0,-3.77,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w13_prvtgtr_out.f32
rodent_max,prvtgtr,14,0.3220,0.1963,14794,0,-12.72,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w14_prvtgtr_out.f32
rodent_max,prvtgtr,15,0.0586,0.0349,14794,0,-17.77,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w15_prvtgtr_out.f32
rodent_max,prvtgtr,16,-0.0912,-0.0539,14794,0,-26.74,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w16_prvtgtr_out.f32
rodent_max,prvtgtr,17,-0.1687,-0.1107,14794,0,-34.04,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w17_prvtgtr_out.f32
rodent_max,prvtgtr,18,-0.3768,-0.1953,14794,0,-42.28,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w18_prvtgtr_out.f32
rodent_max,prvtgtr,19,-0.4326,-0.2405,14794,0,-48.88,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w19_prvtgtr_out.f32
rodent_max,prvtgtr,20,-0.4796,-0.2725,14794,0,-55.10,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w20_prvtgtr_out.f32
rodent_max,prvtgtr,21,-0.5393,-0.3132,14794,0,-59.04,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w21_prvtgtr_out.f32
rodent_max,prvtgtr,22,-0.4881,-0.2351,14794,0,-68.16,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w22_prvtgtr_out.f32
rodent_max,prvtgtr,23,-0.4100,-0.2185,14794,0,-67.80,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w23_prvtgtr_out.f32
rodent_max,prvtgtr,24,-0.4396,-0.2514,14794,0,-68.04,15151200,15151200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_prvtgtr_ref32.f32,<ELLE_HB>/out/elle_w24_prvtgtr_out.f32
rodent_max,ytbass,8,0.3739,0.2256,28387,0,1.97,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w8_ytbass_out.f32
rodent_max,ytbass,9,0.0864,0.0426,28387,0,-0.00,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w9_ytbass_out.f32
rodent_max,ytbass,10,-0.0562,-0.0321,28387,0,0.86,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w10_ytbass_out.f32
rodent_max,ytbass,11,0.3318,0.2620,28387,0,-1.30,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w11_ytbass_out.f32
rodent_max,ytbass,12,0.4286,0.3900,28387,0,-1.52,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w12_ytbass_out.f32
rodent_max,ytbass,13,0.2752,0.3070,28387,0,-2.76,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w13_ytbass_out.f32
rodent_max,ytbass,14,0.1130,0.1483,28387,0,-10.34,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w14_ytbass_out.f32
rodent_max,ytbass,15,0.0723,0.1077,28387,0,-15.16,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w15_ytbass_out.f32
rodent_max,ytbass,16,-0.0064,-0.0096,28387,0,-23.41,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w16_ytbass_out.f32
rodent_max,ytbass,17,-0.1081,-0.1697,28387,0,-31.79,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w17_ytbass_out.f32
rodent_max,ytbass,18,-0.2341,-0.3071,28387,0,-40.74,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w18_ytbass_out.f32
rodent_max,ytbass,19,-0.2756,-0.3793,28387,0,-48.40,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w19_ytbass_out.f32
rodent_max,ytbass,20,-0.3391,-0.4652,28387,0,-53.95,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w20_ytbass_out.f32
rodent_max,ytbass,21,-0.3663,-0.4934,28387,0,-58.84,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w21_ytbass_out.f32
rodent_max,ytbass,22,-0.3716,-0.4427,28387,0,-61.89,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w22_ytbass_out.f32
rodent_max,ytbass,23,-0.2969,-0.3746,28387,0,-62.01,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w23_ytbass_out.f32
rodent_max,ytbass,24,-0.3158,-0.4214,28387,0,-64.00,29071200,29071200,0,OK,pairs_anchor85.csv,<ELLE_HB>/peaq/anchor_ytbass_ref32.f32,<ELLE_HB>/out/elle_w24_ytbass_out.f32
rodent_mod,nam,8,0.4439,0.1834,8794,0,1.23,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w8.f32
rodent_mod,nam,9,-0.1584,-0.0519,8794,0,3.96,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w9.f32
rodent_mod,nam,10,0.1196,0.0449,8794,0,3.26,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w10.f32
rodent_mod,nam,11,0.1935,0.0551,8794,0,3.48,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w11.f32
rodent_mod,nam,12,0.1142,0.0437,8794,0,-6.58,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w12.f32
rodent_mod,nam,13,0.3986,0.1634,8794,0,-11.25,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w13.f32
rodent_mod,nam,14,-0.1427,-0.0470,8794,0,-21.26,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w14.f32
rodent_mod,nam,15,-0.3736,-0.1480,8794,0,-27.40,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w15.f32
rodent_mod,nam,16,-0.5165,-0.2100,8794,0,-34.75,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w16.f32
rodent_mod,nam,17,-0.7166,-0.2032,8794,0,-41.12,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w17.f32
rodent_mod,nam,18,-0.6834,-0.2561,8794,0,-47.26,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w18.f32
rodent_mod,nam,19,-0.7461,-0.2318,8794,0,-53.78,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w19.f32
rodent_mod,nam,20,-0.4765,-0.1972,8794,0,-60.34,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w20.f32
rodent_mod,nam,21,-0.6199,-0.2269,8794,0,-62.42,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w21.f32
rodent_mod,nam,22,-0.6094,-0.2348,8794,0,-70.34,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w22.f32
rodent_mod,nam,23,-0.5769,-0.1967,8794,0,-71.24,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w23.f32
rodent_mod,nam,24,-0.5815,-0.2020,8794,0,-70.27,9007200,9007200,0,OK,pairs_nam85.csv,<ELLE_HB>/peaq/cellrefs_nam/anchor_nam_ref32_rodent_mod.f32,<ELLE_HB>/peaq/board_nam/board_nam_rodent_mod_w24.f32
rodent_mod,gtr2,8,0.1421,0.0400,20606,0,1.55,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w8.f32
rodent_mod,gtr2,9,-0.1418,-0.0450,20606,0,2.70,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w9.f32
rodent_mod,gtr2,10,0.1887,0.0530,20606,0,2.63,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w10.f32
rodent_mod,gtr2,11,0.2938,0.0513,20606,0,3.85,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w11.f32
rodent_mod,gtr2,12,0.2192,0.1137,20606,0,-4.18,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w12.f32
rodent_mod,gtr2,13,0.3418,0.1536,20606,0,-12.68,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w13.f32
rodent_mod,gtr2,14,0.0068,0.0024,20606,0,-21.48,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w14.f32
rodent_mod,gtr2,15,-0.1124,-0.0464,20606,0,-27.39,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w15.f32
rodent_mod,gtr2,16,-0.4075,-0.1559,20606,0,-36.05,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w16.f32
rodent_mod,gtr2,17,-0.5105,-0.1137,20606,0,-43.41,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w17.f32
rodent_mod,gtr2,18,-0.6282,-0.1936,20606,0,-51.50,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w18.f32
rodent_mod,gtr2,19,-0.7203,-0.1761,20606,0,-58.04,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w19.f32
rodent_mod,gtr2,20,-0.6050,-0.2023,20606,0,-64.11,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w20.f32
rodent_mod,gtr2,21,-0.5896,-0.1707,20606,0,-68.85,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w21.f32
rodent_mod,gtr2,22,-0.6241,-0.1881,20606,0,-75.21,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w22.f32
rodent_mod,gtr2,23,-0.4869,-0.1214,20606,0,-76.43,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w23.f32
rodent_mod,gtr2,24,-0.4656,-0.1029,20606,0,-77.11,21103200,21103200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr2_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr2_rodent_mod_w24.f32
rodent_mod,gtr4sg,8,0.4285,0.0688,17090,0,0.91,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w8.f32
rodent_mod,gtr4sg,9,-0.0377,-0.0092,17090,0,1.69,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w9.f32
rodent_mod,gtr4sg,10,0.1912,0.0392,17090,0,2.25,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w10.f32
rodent_mod,gtr4sg,11,0.3588,0.0519,17090,0,2.74,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w11.f32
rodent_mod,gtr4sg,12,0.1334,0.0519,17090,0,-3.16,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w12.f32
rodent_mod,gtr4sg,13,0.6120,0.2729,17090,0,-13.92,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w13.f32
rodent_mod,gtr4sg,14,0.4403,0.1405,17090,0,-24.35,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w14.f32
rodent_mod,gtr4sg,15,0.0990,0.0312,17090,0,-31.94,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w15.f32
rodent_mod,gtr4sg,16,-0.2137,-0.0648,17090,0,-39.53,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w16.f32
rodent_mod,gtr4sg,17,-0.4139,-0.0671,17090,0,-45.92,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w17.f32
rodent_mod,gtr4sg,18,-0.5303,-0.1575,17090,0,-53.20,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w18.f32
rodent_mod,gtr4sg,19,-0.6485,-0.1400,17090,0,-59.24,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w19.f32
rodent_mod,gtr4sg,20,-0.5428,-0.1658,17090,0,-65.34,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w20.f32
rodent_mod,gtr4sg,21,-0.5440,-0.1447,17090,0,-69.80,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w21.f32
rodent_mod,gtr4sg,22,-0.6171,-0.1594,17090,0,-76.68,17503200,17503200,0,OK,pairs_music340.csv,<ELLE_HB>/peaq/cellrefs_rodent_mod/anchor_gtr4sg_ref32.f32,<ELLE_HB>/peaq/board_music/board_gtr4sg_rodent_mod_w22.f32
